StudentRef,final_cgpa,avg_gpa,min_gpa,total_semesters,failed_courses,final_major,proposed_major,math_score,english_score,composite_score,has_ajc_case,major_changed,successful_major,delayed_grad,first_year_gpa_x,struggling_y1_x,first_year_gpa_y,struggling_y1_y,first_year_gpa,struggling_y1,final_major_name,proposed_major_norm,final_major_norm,final_major_text
S3f132b0006756032,3.38,3.3697560975609755,3.17,328,0,6,[B.Sc.] Mechanical Engineering,100.0,90.0,94.44444444444444,0.0,0,1,1,,,,,3.3516666666666666,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S3f574ae102f0c453,2.59,2.5949999999999998,2.17,80,0,2,[B.Sc.] Computer Science,100.0,100.0,96.66666666666667,0.0,0,0,1,,,,,2.646666666666667,0.0,2,cs,cs,[B.Sc.] Computer Science
S3f635ab2a6f9fa18,2.59,2.5949999999999998,2.56,20,0,3,[Bsc] Economics,90.0,90.0,80.0,0.0,0,0,1,,,,,2.63,0.0,3,[bsc] econ,[bsc] econ,[Bsc] Economics
S3f6a87257c02d62c,3.32,3.3299999999999996,3.28,40,0,3,[B.Sc.] Business Administration,85.0,100.0,92.5,0.0,0,1,1,,,,,3.38,0.0,3,ba,ba,[B.Sc.] Business Administration
S3f7ce39a315fd26a,3.33,3.323333333333333,3.25,45,0,6,[B.Sc.] Mechanical Engineering,100.0,,96.25,0.0,0,1,1,,,,,3.323333333333333,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S3f8262d4ac5156d2,3.59,3.595,3.44,20,0,2,[B.Sc.] Computer Science,70.0,70.0,74.44444444444444,0.0,0,1,1,,,,,3.75,0.0,2,cs,cs,[B.Sc.] Computer Science
S3fb08f22b0424ac6,3.06,3.0573170731707315,2.8,328,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,91.66666666666667,0.0,0,1,1,,,,,3.0791666666666666,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S3fb321d284390093,2.18,2.21,1.67,20,0,2,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,2.75,0.0,2,cs,cs,[B.Sc.] Computer Science
S400733567cca5c53,2.89,2.812105263157895,1.88,342,0,0,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,0,1,,,,,2.76125,0.0,5,ba,ba,[B.Sc.] Business Administration
S407e2bb149b9165e,2.95,2.938918918918919,2.0,333,0,0,[B.Sc.] Business Administration,90.0,90.0,90.0,0.0,0,0,1,,,,,2.965,0.0,5,ba,ba,[B.Sc.] Business Administration
S409445ca647f6584,3.5,3.4949999999999997,3.38,20,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,3.38,0.0,5,ba,ba,[B.Sc.] Business Administration
S40e010b962e57faf,3.31,3.259302325581395,2.75,387,0,7,[B.Sc.] Mechanical Engineering,100.0,85.0,90.0,0.0,0,1,1,,,,,3.22027027027027,0.0,1,me,me,[B.Sc.] Mechanical Engineering
S40fe840519e21336,2.48,2.5017021276595743,1.4,517,0,5,[B.Sc.] Electrical and Electronic Engineering,85.0,85.0,87.22222222222223,0.0,0,0,1,,,,,2.4561363636363636,0.0,6,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S4118a68b97261366,3.52,3.5085365853658534,3.25,328,0,6,[B.Sc.] Mechanical Engineering,100.0,90.0,93.33333333333333,0.0,0,1,1,,,,,3.5085365853658534,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S4131a95df64313d9,3.14,3.0858536585365854,2.33,369,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,91.66666666666667,0.0,0,1,1,,,,,3.0858536585365854,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S413b772af4c2ba75,3.83,3.8225000000000002,3.63,80,0,2,[B.Sc.] Computer Science,90.0,90.0,90.0,0.0,0,1,1,,,,,3.8,0.0,2,cs,cs,[B.Sc.] Computer Science
S41476f282f0e7619,2.8,2.801,2.56,180,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,2.79625,0.0,5,ba,ba,[B.Sc.] Business Administration
S414f2e91df97f565,3.53,3.535625,3.09,192,0,7,[B.Sc.] Mechanical Engineering,100.0,,96.25,0.0,0,1,1,,,,,3.543846153846154,0.0,1,me,me,[B.Sc.] Mechanical Engineering
S416f6e932083b40d,2.67,2.6421875,2.2,224,0,7,[B.Sc.] Mechanical Engineering,90.0,90.0,85.83333333333333,0.0,0,0,1,,,,,2.5060000000000002,0.0,1,me,me,[B.Sc.] Mechanical Engineering
S418d4aa608b15cc2,2.86,2.7025641025641027,2.0,351,0,5,[B.Sc.] Management Information Systems,100.0,85.0,92.5,0.0,0,0,1,,,,,2.587878787878788,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S41ed3db17cfd0a9a,3.93,3.93675,3.7,360,0,1,[B.Sc.] Computer Engineering,100.0,100.0,100.0,0.0,0,1,1,,,,,3.9351282051282053,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S41f3e52cffb9c85d,2.39,2.38,2.0,80,0,0,[B.Sc.] Business Administration,100.0,90.0,95.0,0.0,0,0,1,,,,,2.23,0.0,5,ba,ba,[B.Sc.] Business Administration
S4205c2c4431a084c,3.22,3.1197368421052634,2.33,342,0,0,[B.Sc.] Business Administration,70.0,90.0,80.0,0.0,0,1,1,,,,,2.9853125,0.0,5,ba,ba,[B.Sc.] Business Administration
S420a6d61a26bcf1d,2.52,2.419230769230769,1.38,390,0,5,[B.Sc.] Computer Science,80.0,85.0,81.66666666666667,0.0,0,0,1,,,,,2.401351351351351,0.0,6,cs,cs,[B.Sc.] Computer Science
S42299d195851ca4e,3.18,3.1646341463414633,2.5,328,0,6,[B.Sc.] Electrical and Electronic Engineering,100.0,,96.25,0.0,0,1,1,,,,,3.1554054054054053,0.0,2,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S427130d9d022c481,2.65,2.6599999999999997,2.44,20,0,2,[B.Sc.] Computer Science,70.0,,70.0,0.0,0,0,1,,,,,2.88,0.0,2,cs,cs,[B.Sc.] Computer Science
S42dd29ede10de864,2.79,2.802894736842105,1.5,380,0,0,[B.Sc.] Business Administration,75.0,85.0,80.0,0.0,0,0,1,,,,,2.8487878787878786,0.0,5,ba,ba,[B.Sc.] Business Administration
S42e55276d92004f0,3.91,3.084651162790698,0.0,344,0,6,[B.Sc.] Mechanical Engineering,100.0,90.0,96.66666666666667,0.0,0,1,1,,,,,2.9907692307692306,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S430e89ff0f153cd4,3.47,3.47,3.27,48,0,8,[LLB] Law with Public Policy,80.0,100.0,86.66666666666667,0.0,0,1,1,,,,,3.75,0.0,8,law,law,[LLB] Law with Public Policy
S434b6334857aaf68,3.0,2.988571428571429,2.5,378,0,4,[B.Sc.] Electrical and Electronic Engineering,90.0,85.0,88.33333333333333,0.0,0,1,1,,,,,2.9760975609756097,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S43796aaf024601b8,3.78,3.7866666666666666,3.5,180,0,2,[B.Sc.] Computer Science,100.0,85.0,92.5,0.0,0,1,1,,,,,3.8440000000000003,0.0,2,cs,cs,[B.Sc.] Computer Science
S4392eec6acd48569,1.92,1.8423684210526317,1.33,342,0,2,[B.Sc.] Mechanical Engineering,85.0,,81.25,0.0,0,0,1,,,,,1.8284375000000002,1.0,2,me,me,[B.Sc.] Mechanical Engineering
S43a11123b6b3baf4,2.89,2.8274193548387094,2.22,186,0,2,[B.Sc.] Computer Science,70.0,100.0,83.8888888888889,0.0,0,0,1,,,,,2.8939999999999997,0.0,2,cs,cs,[B.Sc.] Computer Science
S43c37c7ed3009299,3.01,2.9974999999999996,2.38,80,0,0,[B.Sc.] Business Administration,85.0,90.0,87.5,0.0,0,1,1,,,,,2.9966666666666666,0.0,5,ba,ba,[B.Sc.] Business Administration
S43eb8b0bf4622180,1.76,1.2227272727272727,0.0,528,0,0,[B.Sc.] Business Administration,70.0,80.0,75.0,0.0,0,0,1,,,,,1.1789473684210527,1.0,5,ba,ba,[B.Sc.] Business Administration
S4400735bc067e8e9,2.64,2.622,2.38,180,0,0,[B.Sc.] Business Administration,85.0,80.0,82.5,0.0,0,0,1,,,,,2.6525,0.0,5,ba,ba,[B.Sc.] Business Administration
S44342124fae48950,2.36,2.176190476190476,1.22,420,0,5,[B.Sc.] Management Information Systems,65.0,85.0,75.0,0.0,0,0,1,,,,,2.164102564102564,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S4466b58296f3fbf3,2.51,2.4051219512195123,1.06,328,0,2,[B.Sc.] Computer Science,85.0,,92.5,0.0,0,0,1,,,,,2.3785714285714286,0.0,2,cs,cs,[B.Sc.] Computer Science
S44997287ed762868,2.7,2.5953488372093023,1.9,473,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,95.55555555555556,0.0,0,0,1,,,,,2.474285714285714,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S44a739207f8cf3a7,3.22,3.2207894736842104,2.83,608,0,2,[B.Sc.] Computer Science,90.0,85.0,85.0,0.0,0,1,1,,,,,3.263333333333333,0.0,2,cs,cs,[B.Sc.] Computer Science
S44ada397678a894c,3.19,2.8776315789473683,0.0,304,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,2.906764705882353,0.0,5,ba,ba,[B.Sc.] Business Administration
S44d0831158eab371,2.76,2.756551724137931,2.38,174,0,0,[B.Sc.] Business Administration,100.0,90.0,95.0,0.0,0,0,1,,,,,2.66,0.0,5,ba,ba,[B.Sc.] Business Administration
S44de34263cd2a7c0,2.96,2.9835135135135133,2.0,296,0,0,[B.Sc.] Business Administration,85.0,,85.0,0.0,0,0,1,,,,,3.0118181818181817,0.0,5,ba,ba,[B.Sc.] Business Administration
S4519a589160c663d,3.42,2.9444444444444446,2.5,18,0,5,[B.Sc.] Management Information Systems,90.0,100.0,93.8888888888889,0.0,0,1,1,,,,,2.5,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S451f732a48c45a6d,2.56,2.5700000000000003,2.39,60,0,0,[B.Sc.] Business Administration,90.0,85.0,86.66666666666667,0.0,0,0,1,,,,,2.75,0.0,5,ba,ba,[B.Sc.] Business Administration
S456e1afe446a5ef9,2.05,1.948076923076923,1.25,130,0,8,[B.Sc.] Management Information Systems,85.0,90.0,87.5,0.0,0,0,1,,,,,1.74375,1.0,8,mis,mis,[B.Sc.] Management Information Systems
S459f27164760b016,2.39,2.3499999999999996,1.75,342,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,2.30625,0.0,5,ba,ba,[B.Sc.] Business Administration
S45adae753cc39cc3,2.91,2.6985365853658534,1.67,451,0,2,[B.Sc.] Computer Science,75.0,90.0,83.33333333333333,0.0,0,0,1,,,,,2.652432432432432,0.0,2,cs,cs,[B.Sc.] Computer Science
S45b3b9aa28f11e25,3.5,3.5100000000000002,3.39,20,0,1,[B.Sc.] Computer Engineering,100.0,,100.0,0.0,0,1,1,,,,,3.63,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S45d190ddb787ed2b,2.9,2.7426666666666666,1.89,180,0,5,[B.Sc.] Management Information Systems,85.0,85.0,85.0,0.0,0,0,1,,,,,2.726086956521739,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S46272c749e17b576,3.57,3.5593103448275865,3.39,174,0,3,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,3.54875,0.0,3,ba,ba,[B.Sc.] Business Administration
S462e3fdc5248bbd5,3.62,3.6216666666666666,3.44,180,0,2,[B.Sc.] Computer Science,100.0,90.0,94.44444444444444,0.0,0,1,1,,,,,3.602,0.0,2,cs,cs,[B.Sc.] Computer Science
S4645c0511a5bae61,3.44,3.446842105263158,2.89,684,0,2,[B.Sc.] Computer Science,75.0,85.0,85.55555555555556,0.0,0,1,1,,,,,3.484242424242424,0.0,2,cs,cs,[B.Sc.] Computer Science
S46cd0c97aa361050,2.83,2.812777777777778,2.0,288,0,0,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,0,1,,,,,2.812777777777778,0.0,5,ba,ba,[B.Sc.] Business Administration
S46d2daa71f177d38,3.17,3.1676315789473684,2.63,304,0,2,[B.Sc.] Computer Science,100.0,90.0,93.33333333333333,0.0,0,1,1,,,,,3.1263636363636365,0.0,2,cs,cs,[B.Sc.] Computer Science
S46db54fd2f1564a9,2.59,2.5833333333333335,2.11,162,0,1,[B.Sc.] Computer Engineering,100.0,85.0,92.22222222222223,0.0,0,0,1,,,,,2.5136363636363637,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S46e0398a51e7ec3d,3.42,3.398157894736842,2.13,304,0,2,[B.Sc.] Computer Science,80.0,100.0,90.0,0.0,0,1,1,,,,,3.398157894736842,0.0,2,cs,cs,[B.Sc.] Computer Science
S4710a5de117c307f,2.55,2.4499999999999997,1.94,224,0,2,[B.Sc.] Computer Science,100.0,75.0,85.55555555555556,0.0,0,0,1,,,,,2.31,0.0,2,cs,cs,[B.Sc.] Computer Science
S471f544c2d7ebb1f,3.41,3.415,3.33,20,0,6,[B.Sc.] Mechanical Engineering,100.0,,92.5,0.0,0,1,1,,,,,3.5,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S4744bd3479ab5e44,2.47,2.4808333333333334,1.88,24,0,8,[B.Sc.] Computer Science,100.0,100.0,100.0,0.0,0,0,1,,,,,1.8799999999999997,1.0,8,cs,cs,[B.Sc.] Computer Science
S474c702676d07226,3.63,3.627027027027027,3.44,333,0,0,[B.Sc.] Business Administration,85.0,85.0,86.1111111111111,0.0,0,1,1,,,,,3.6032258064516127,0.0,5,ba,ba,[B.Sc.] Business Administration
S4764480a1243968d,3.09,3.101842105263158,2.5,608,0,2,[B.Sc.] Computer Science,100.0,90.0,92.22222222222223,0.0,0,1,1,,,,,3.1930303030303033,0.0,2,cs,cs,[B.Sc.] Computer Science
S47b508ce6999eff4,2.97,2.98,2.83,20,0,2,[B.Sc.] Computer Science,100.0,85.0,90.0,0.0,0,0,1,,,,,3.13,0.0,2,cs,cs,[B.Sc.] Computer Science
S47cb9986f57d13c7,3.88,3.783333333333333,3.0,378,0,1,[B.Sc.] Computer Engineering,100.0,100.0,100.0,0.0,0,1,1,,,,,3.7540540540540537,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S47d93df32ae20e23,2.25,2.1524137931034484,1.39,203,0,5,[B.Sc.] Management Information Systems,90.0,90.0,90.0,0.0,0,0,1,,,,,2.074782608695652,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S47fbd26280128507,2.62,2.605,2.38,20,0,2,[B.Sc.] Computer Engineering,90.0,90.0,90.0,0.0,0,0,1,,,,,2.38,0.0,2,ce,ce,[B.Sc.] Computer Engineering
S48073ffcf69b3106,3.23,3.2548648648648646,3.0,370,0,0,[B.Sc.] Business Administration,60.0,80.0,66.66666666666667,0.0,0,1,1,,,,,3.2790624999999998,0.0,5,ba,ba,[B.Sc.] Business Administration
S483558da219af6b6,3.32,3.3314634146341464,3.0,328,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,85.0,92.77777777777777,0.0,0,1,1,,,,,3.2862162162162165,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S4891bfc202b00679,2.99,2.9495454545454542,2.33,440,0,1,[B.Sc.] Computer Engineering,100.0,90.0,93.8888888888889,0.0,0,0,1,,,,,2.817837837837838,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S489f9e05005268b6,3.46,3.468611111111111,2.88,288,0,2,[B.Sc.] Computer Science,100.0,90.0,95.0,0.0,0,1,1,,,,,3.468611111111111,0.0,2,cs,cs,[B.Sc.] Computer Science
S48a69174eb3b43d2,3.2,3.1409523809523807,2.33,336,0,1,[B.Sc.] Computer Engineering,100.0,85.0,91.1111111111111,0.0,0,1,1,,,,,3.105945945945946,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S4900bb2ad4c106cb,2.61,2.554838709677419,2.0,217,0,2,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,2.554,0.0,2,cs,cs,[B.Sc.] Computer Science
S49075cb1c02b8a57,3.21,3.2095238095238097,2.35,84,0,6,[B.Sc.] Mechanical Engineering,100.0,85.0,93.8888888888889,0.0,0,1,1,,,,,3.1,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S492cb4a5bbf952a0,3.32,3.3114634146341464,3.1,328,0,6,[B.Sc.] Mechanical Engineering,100.0,85.0,90.0,0.0,0,1,1,,,,,3.2991666666666664,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S495e3feedc0ac586,3.58,3.575263157894737,3.0,342,0,2,[B.Sc.] Computer Science,100.0,85.0,92.5,0.0,0,1,1,,,,,3.563783783783784,0.0,2,cs,cs,[B.Sc.] Computer Science
S499c1d5221a7ef16,2.65,2.5903225806451613,2.11,217,0,2,[B.Sc.] Management Information Systems,90.0,85.0,86.66666666666667,0.0,0,0,1,,,,,2.69,0.0,2,mis,mis,[B.Sc.] Management Information Systems
S49d417f255f0f275,2.91,2.9099999999999997,2.88,20,0,2,[B.Sc.] Computer Science,100.0,90.0,93.33333333333333,0.0,0,0,1,,,,,2.88,0.0,2,cs,cs,[B.Sc.] Computer Science
S4a0e87fbedb04f59,3.2,3.1853571428571428,2.78,168,0,5,[B.Sc.] Computer Science,100.0,85.0,90.0,0.0,0,1,1,,,,,3.2256521739130433,0.0,6,cs,cs,[B.Sc.] Computer Science
S4a57ac51f2216ed1,2.16,1.809591836734694,0.0,686,0,0,[B.Sc.] Computer Science,70.0,90.0,81.66666666666667,0.0,0,0,1,,,,,1.6582051282051282,1.0,5,cs,cs,[B.Sc.] Computer Science
S4a824b3561499c2c,2.07,1.6510526315789473,0.75,380,0,0,[B.Sc.] Business Administration,60.0,80.0,70.0,0.0,0,0,1,,,,,1.4919354838709677,1.0,5,ba,ba,[B.Sc.] Business Administration
S4a8e7a78dd3c679f,3.43,3.4174999999999995,3.0,80,0,2,[B.Sc.] Computer Engineering,100.0,90.0,94.44444444444444,0.0,0,1,1,,,,,3.5,0.0,2,ce,ce,[B.Sc.] Computer Engineering
S4b3e6538f73fec66,3.12,3.125,3.0,20,0,1,[B.Sc.] Computer Engineering,100.0,90.0,92.22222222222223,0.0,0,1,1,,,,,3.25,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S4b5a4d199288b5bd,3.35,3.3438095238095236,3.0,84,0,0,[B.Sc.] Business Administration,100.0,90.0,91.66666666666667,0.0,0,1,1,,,,,3.27625,0.0,5,ba,ba,[B.Sc.] Business Administration
S4b6cbb621b7fc5b7,3.22,3.221111111111111,2.75,576,0,2,[B.Sc.] Computer Science,100.0,90.0,91.66666666666667,0.0,0,1,1,,,,,3.221111111111111,0.0,2,cs,cs,[B.Sc.] Computer Science
S4b7de3c91161db7d,2.61,2.61,2.28,360,0,2,[B.Sc.] Computer Science,90.0,100.0,95.0,0.0,0,0,1,,,,,2.588,0.0,2,cs,cs,[B.Sc.] Computer Science
S4b987121f41c4e52,2.63,2.4023076923076925,0.72,351,0,5,[B.Sc.] Management Information Systems,100.0,90.0,90.55555555555556,0.0,0,0,1,,,,,2.414848484848485,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S4ba25a9be31ae21b,1.8,1.3627586206896554,0.25,232,0,0,[B.Sc.] Computer Science,80.0,75.0,77.5,1.0,0,0,1,,,,,1.4208,1.0,5,cs,cs,[B.Sc.] Computer Science
S4ba42097d441a42e,3.53,3.5349999999999997,3.17,180,0,2,[B.Sc.] Computer Science,100.0,80.0,89.44444444444444,0.0,0,1,1,,,,,3.576,0.0,2,cs,cs,[B.Sc.] Computer Science
S4bc771a1cafd5595,3.06,3.0533333333333337,2.75,180,0,0,[B.Sc.] Business Administration,100.0,100.0,100.0,0.0,0,1,1,,,,,3.0316666666666667,0.0,5,ba,ba,[B.Sc.] Business Administration
S4bc965eb8f446bfb,2.64,2.5983870967741938,2.39,217,0,0,[B.Sc.] Computer Science,100.0,85.0,92.5,0.0,0,0,1,,,,,2.5404166666666663,0.0,5,cs,cs,[B.Sc.] Computer Science
S4bf3d76f7853ea28,3.41,3.41027027027027,3.28,333,0,5,[B.Sc.] Business Administration,100.0,100.0,96.66666666666667,0.0,0,1,1,,,,,3.41125,0.0,6,ba,ba,[B.Sc.] Business Administration
S4c21591efeef29d8,3.69,3.693548387096774,3.5,186,0,2,[B.Sc.] Computer Science,90.0,85.0,89.44444444444444,0.0,0,1,1,,,,,3.730769230769231,0.0,2,cs,cs,[B.Sc.] Computer Science
S4c4db0c46663efed,3.28,3.264736842105263,2.75,380,0,5,[B.Sc.] Management Information Systems,90.0,85.0,87.5,0.0,0,1,1,,,,,3.2377777777777776,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S4c4e16b64434f21d,2.7,2.6886206896551723,2.39,174,0,0,[B.Sc.] Business Administration,100.0,80.0,90.0,0.0,0,0,1,,,,,2.7508333333333335,0.0,5,ba,ba,[B.Sc.] Business Administration
S4c6671d177103e7e,2.44,2.4549999999999996,2.28,40,0,2,[B.Sc.] Computer Science,85.0,,85.0,0.0,0,0,1,,,,,2.63,0.0,2,cs,cs,[B.Sc.] Computer Science
S4c67610c93313d73,3.9,3.901351351351351,3.61,296,0,2,[B.Sc.] Computer Science,100.0,100.0,100.0,0.0,0,1,1,,,,,3.8957142857142855,0.0,2,cs,cs,[B.Sc.] Computer Science
S4c9831f4ef6e04fc,2.38,1.9972340425531914,0.33,705,0,0,[B.Sc.] Business Administration,50.0,80.0,65.0,0.0,0,0,1,,,,,1.9838461538461538,1.0,5,ba,ba,[B.Sc.] Business Administration
S4ccfb4cee5004215,3.41,3.3983870967741936,3.25,186,0,1,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,94.44444444444444,0.0,0,1,1,,,,,3.434,0.0,4,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S4cda74d319d1b292,2.53,2.387560975609756,1.5,451,0,5,[B.Sc.] Computer Science,90.0,75.0,82.5,0.0,0,0,1,,,,,2.415945945945946,0.0,6,cs,cs,[B.Sc.] Computer Science
S4ce28ad3d8622d28,3.23,3.172972972972973,2.75,296,0,0,[B.Sc.] Business Administration,85.0,100.0,92.5,0.0,0,1,1,,,,,3.2242424242424246,0.0,5,ba,ba,[B.Sc.] Business Administration
S4d141b7b8e89828f,3.08,2.975,2.0,180,0,0,[B.Sc.] Business Administration,85.0,90.0,87.5,0.0,0,1,1,,,,,2.92375,0.0,5,ba,ba,[B.Sc.] Business Administration
S4d40ce5e7315862c,2.74,2.730952380952381,2.22,378,0,1,[B.Sc.] Computer Engineering,85.0,85.0,84.44444444444444,0.0,0,0,1,,,,,2.7121951219512197,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S4d8a2ddd72f6cfba,2.58,2.3622727272727273,0.0,484,0,6,[B.Sc.] Mechanical Engineering,100.0,100.0,100.0,0.0,0,0,1,,,,,2.4009756097560975,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S4db8a11b28098c8c,2.79,2.7951612903225804,2.38,186,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,85.0,90.55555555555556,0.0,0,0,1,,,,,2.71,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S4dc183649ba3b450,2.75,2.7505555555555556,2.25,288,0,0,[B.Sc.] Business Administration,75.0,80.0,77.5,0.0,0,0,1,,,,,2.7505555555555556,0.0,5,ba,ba,[B.Sc.] Business Administration
S4e07b6eeb7061185,2.77,2.3922222222222222,2.25,18,0,2,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,2.25,0.0,2,cs,cs,[B.Sc.] Computer Science
S4e157ad67d5569d6,2.97,2.98,2.83,20,0,2,[B.Sc.] Computer Science,85.0,,85.0,0.0,0,0,1,,,,,3.13,0.0,2,cs,cs,[B.Sc.] Computer Science
S4e2ccb11ab337e4c,3.68,3.6772727272727277,3.5,22,0,0,[B.Sc.] Business Administration,90.0,90.0,88.33333333333333,0.0,0,1,1,,,,,3.5,0.0,5,ba,ba,[B.Sc.] Business Administration
S4e3cde996880e089,2.78,2.783,2.2,320,0,1,[B.Sc.] Electrical and Electronic Engineering,90.0,90.0,93.33333333333333,0.0,0,0,1,,,,,2.783,0.0,4,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S4e4be33e9295c84a,2.91,2.823658536585366,2.22,451,0,1,[B.Sc.] Computer Engineering,100.0,85.0,93.33333333333333,0.0,0,0,1,,,,,2.79425,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S4e53b4dd3c57e520,3.23,3.23125,2.83,320,0,6,[B.Sc.] Computer Engineering,100.0,85.0,95.0,0.0,0,1,1,,,,,3.23125,0.0,2,ce,ce,[B.Sc.] Computer Engineering
S4e55803716b01a01,3.46,3.4425,2.88,80,0,2,[B.Sc.] Computer Science,100.0,100.0,98.8888888888889,0.0,0,1,1,,,,,3.496666666666667,0.0,2,cs,cs,[B.Sc.] Computer Science
S4e5e5f1abb771eea,2.57,2.390222222222222,1.5,630,0,1,[B.Sc.] Computer Engineering,80.0,90.0,85.55555555555556,0.0,0,0,1,,,,,2.3585714285714285,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S4eaa58311a817096,,,,1,0,4,[B.Sc.] Electrical/Electronic Engineering,100.0,100.0,97.77777777777777,0.0,0,0,0,,,,,,,1,ee,ee,[B.Sc.] Electrical/Electronic Engineering
S4eddaac8920c7dc8,2.81,2.7997297297297297,2.38,333,0,0,[B.Sc.] Business Administration,85.0,80.0,82.5,0.0,0,0,1,,,,,2.7932258064516127,0.0,5,ba,ba,[B.Sc.] Business Administration
S4f1109520220ce61,2.73,2.725945945945946,2.17,333,0,5,[B.Sc.] Management Information Systems,100.0,90.0,95.0,0.0,0,0,1,,,,,2.7137499999999997,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S4f4105f25f68bdfb,2.79,2.796842105263158,2.44,76,0,2,[B.Sc.] Computer Science,100.0,85.0,89.44444444444444,0.0,0,0,1,,,,,2.646666666666667,0.0,2,cs,cs,[B.Sc.] Computer Science
S4fbce502875e540c,3.33,3.3333333333333335,3.0,180,0,2,[B.Sc.] Computer Science,100.0,85.0,93.8888888888889,0.0,0,1,1,,,,,3.388,0.0,2,cs,cs,[B.Sc.] Computer Science
S4fc9a91a906fd634,3.72,3.73125,3.2,320,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,100.0,98.33333333333333,0.0,0,1,1,,,,,3.73125,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S50058594e9aa3c44,3.67,3.6744444444444446,3.33,288,0,2,[B.Sc.] Computer Science,100.0,90.0,95.0,0.0,0,1,1,,,,,3.6744444444444446,0.0,2,cs,cs,[B.Sc.] Computer Science
S50193d9f568a4994,3.11,3.11,2.78,180,0,5,[B.Sc.] Business Administration,100.0,,85.0,0.0,0,1,1,,,,,3.0925,0.0,6,ba,ba,[B.Sc.] Business Administration
S5027fdbcbd6d6679,3.31,3.3049999999999997,2.94,80,0,2,[B.Sc.] Computer Science,90.0,90.0,91.1111111111111,0.0,0,1,1,,,,,3.4266666666666667,0.0,2,cs,cs,[B.Sc.] Computer Science
S5043625e2811a8a8,3.09,3.0846666666666667,2.88,180,0,0,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,1,1,,,,,3.0933333333333333,0.0,5,ba,ba,[B.Sc.] Business Administration
S50476949f779ee21,2.2,2.1551612903225807,1.75,217,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,2.22125,0.0,5,ba,ba,[B.Sc.] Business Administration
