StudentRef,final_cgpa,avg_gpa,last_gpa,total_semesters,final_major,proposed_major,math_score,english_score,composite_score,has_ajc_case,yeargroup,struggling,successful,major_changed,delayed_grad
S38ccd27155fff4de,3.59,3.41,3.0,1,2,,,,,0.0,2017,0,1,1,0
S38d54331bbb15949,2.96,3.065,2.75,1,0,,,,,0.0,2016,0,0,1,0
S38e002b10a4c14d3,3.01,2.9911111111111115,3.38,2,2,,90.0,90.0,87.22222222222223,0.0,2023,0,1,1,0
S38e2db5cfde255df,3.88,3.88,3.88,1,10,,,,,0.0,2026,0,1,1,0
S390747c35eb20978,3.33,3.245,3.17,1,2,,,,,0.0,2017,0,1,1,0
S39191d66cc37ead6,3.41,3.1625,3.17,1,0,,,,,0.0,2017,0,1,1,0
S3946a73b3e1ee974,3.5,3.473333333333333,3.7,2,0,,85.0,,85.0,0.0,2026,0,1,1,0
S394b5831840008a6,2.77,2.7039999999999997,2.75,2,0,,,,,0.0,2022,0,0,1,0
S39592d323dbcf796,3.36,3.3349999999999995,3.6,2,0,,,,,0.0,2026,0,1,1,0
S3959cfc003adf5de,2.96,2.9829999999999997,2.75,2,0,,,,,0.0,2024,0,0,1,0
S395ff9f33271ce92,3.21,3.22375,4.0,1,0,,85.0,90.0,87.5,0.0,2023,0,1,1,0
S396927c3fe60043e,3.26,3.2625,3.1,2,4,,,,,0.0,2027,0,1,1,0
S397ca417abef92c0,3.62,3.6355555555555554,3.33,2,0,,,,,1.0,2022,0,1,1,0
S39c25991487fddcf,3.2,3.181111111111111,3.17,2,2,,,,,0.0,2023,0,1,1,0
S39c64272ba462cc0,2.49,2.5500000000000003,4.0,1,5,,,,,0.0,2016,0,0,1,0
S39df5f7e5988b97b,2.08,1.8325000000000002,1.5,2,0,,,,,0.0,2020,0,0,1,0
S39e5db5bc26c4457,2.87,2.9725,2.5,1,2,,,,,0.0,2017,0,0,1,0
S39f08804cb381904,3.76,3.75,4.0,1,4,,100.0,90.0,96.66666666666667,0.0,2023,0,1,1,0
S3a1248f57374bc9b,2.67,1.95,1.67,1,2,,,,,0.0,2017,0,0,1,0
S3a175b8f13174f20,3.16,3.1216666666666666,3.63,2,5,,70.0,100.0,83.8888888888889,0.0,2026,0,1,1,0
S3a25aeb86d3a2681,3.88,3.8800000000000003,3.75,2,2,,,,,0.0,2020,0,1,1,0
S3a25c754d6c1ca8f,3.37,3.391666666666667,2.6,2,4,,90.0,85.0,88.8888888888889,0.0,2026,0,1,1,0
S3a2a06ff836f5b5a,2.88,2.89,2.67,2,2,,,,,0.0,2026,0,0,1,0
S3a49619e28a9a159,3.43,3.4250000000000003,3.5,2,4,,100.0,85.0,93.8888888888889,0.0,2026,0,1,1,0
S3a69a456ef364a77,3.04,2.9833333333333334,3.0,2,0,,,,,0.0,2023,0,1,1,0
S3a7b33d2e6e194e9,3.15,3.15,3.17,2,4,,100.0,90.0,96.66666666666667,0.0,2028,0,1,1,0
S3a91e4542937845f,4.0,4.0,4.0,2,2,,,,,0.0,2027,0,1,1,0
S3a9e49c11bf009ad,2.12,2.135,1.89,2,2,,100.0,85.0,92.5,0.0,2028,0,0,1,0
S3aaea7a040634d59,2.09,1.860769230769231,1.5,2,0,,,,,0.0,2022,0,0,1,0
S3ac615e867400ba3,2.86,2.9344444444444444,3.5,2,1,,70.0,80.0,76.66666666666667,0.0,2025,0,0,1,0
S3af9ff9ea2598129,2.71,2.7175000000000002,2.45,2,6,,100.0,100.0,98.8888888888889,0.0,2027,0,0,1,0
S3b011048d834fb7b,2.83,2.8311111111111114,3.75,2,5,,,,,0.0,2020,0,0,1,0
S3b1b560b88ea3f25,2.36,2.023076923076923,3.0,2,0,,,,,0.0,2020,0,0,1,0
S3b1c8aa5c1d00705,3.89,3.885,4.0,2,3,,100.0,,100.0,0.0,2026,0,1,1,0
S3b2a74c3d01cb024,3.97,3.96625,4.0,2,4,,100.0,85.0,95.0,0.0,2025,0,1,1,0
S3b30a7f01d6c74ae,3.51,3.5175,3.55,2,4,,,,,0.0,2027,0,1,1,0
S3b3b173d8f6a2e0b,3.99,3.9875,3.95,2,6,,,,,0.0,2027,0,1,1,0
S3b4f168094e6d1ad,3.7,3.691111111111111,4.0,2,5,,,,,0.0,2023,0,1,1,0
S3b61b341c0359204,3.02,3.0366666666666666,3.25,2,5,,60.0,,60.0,0.0,2026,0,1,1,0
S3b6803ec26462464,3.53,3.5688888888888886,3.5,2,0,,100.0,100.0,100.0,0.0,2023,0,1,1,0
S3b792d085103e376,3.9,3.91,4.0,1,5,,,,,0.0,2019,0,1,1,0
S3b7d9b746c06aefb,3.2,3.1688888888888886,3.63,2,0,,100.0,85.0,90.0,0.0,2025,0,1,1,0
S3b9616a567eea41c,2.5,2.5,2.5,2,0,,,,,0.0,2013,0,0,1,0
S3bacc5c3f1287f14,3.61,3.401666666666667,3.25,1,0,,,,,0.0,2018,0,1,1,0
S3bacff7f13ee5ab4,3.29,3.315,3.0,2,2,,100.0,90.0,96.66666666666667,0.0,2028,0,1,1,0
S3bbe13825691a0fd,1.77,1.44,0.0,2,2,,,,,0.0,2027,1,0,1,0
S3bea64b419aa397a,3.16,3.17125,3.5,1,0,,,,,0.0,2022,0,1,1,0
S3bef08d8bcd73393,2.87,2.792222222222222,3.13,2,5,,,,,0.0,2019,0,0,1,0
S3bfe89f2ecf86f0b,2.14,1.92,1.5,2,0,,,,,0.0,2026,0,0,1,0
S3c04663f7318dc36,2.97,2.9299999999999997,2.88,1,0,,,,,0.0,2018,0,0,1,0
S3c19f15838ba4307,3.51,3.5233333333333334,3.83,2,5,,,,,0.0,2019,0,1,1,0
S3c1cf6ea6ee28f6c,2.59,2.5700000000000003,2.89,2,2,,85.0,85.0,85.0,0.0,2028,0,0,1,0
S3c2202bc120b1e18,2.5,2.5,2.5,2,2,,80.0,85.0,83.33333333333333,0.0,2028,0,0,1,0
S3c3239c6df982769,3.71,3.743333333333333,3.67,2,2,,,,,0.0,2020,0,1,1,0
S3c3321c2ecedbd68,2.24,1.8671428571428572,2.75,2,0,,,90.0,90.0,0.0,2023,0,0,1,0
S3c3df5e2b3fd463d,2.93,2.988888888888889,3.5,2,5,,,,,0.0,2020,0,0,1,0
S3c40362f4c933daa,3.71,3.6950000000000003,3.89,2,3,,85.0,85.0,85.0,0.0,2028,0,1,1,0
S3c481b486ff05fd0,3.08,3.0825,3.2,2,7,,100.0,90.0,92.77777777777777,0.0,2027,0,1,1,0
S3c727c11dafaf66a,3.42,3.42375,3.75,2,2,,100.0,100.0,96.1111111111111,0.0,2025,0,1,1,0
S3c74866c292d0315,2.55,2.508,1.83,2,5,,,,,0.0,2019,0,0,1,0
S3c767125abf4c326,3.62,3.62,3.61,2,2,,100.0,100.0,100.0,0.0,2028,0,1,1,0
S3c8941d064e4b515,3.22,3.2225,3.13,2,2,,85.0,,81.25,0.0,2025,0,1,1,0
S3ca7a78fcad743a8,3.57,3.585,3.67,1,2,,100.0,85.0,92.5,0.0,2023,0,1,1,0
S3ca90d8b6dfc00f6,3.51,3.495,4.0,1,5,,,,,0.0,2019,0,1,1,0
S3caac6e3567d3928,3.88,3.92,4.0,1,0,,,,,0.0,2018,0,1,1,0
S3cb5daedbaa3e48b,3.04,3.0,2.75,1,0,,,,,0.0,2016,0,1,1,0
S3ccdf001533f5ed0,3.96,3.9655555555555555,3.75,2,0,,90.0,100.0,91.66666666666667,0.0,2025,0,1,1,0
S3cec19667da5286b,2.89,2.804,3.25,2,0,,65.0,90.0,77.5,0.0,2024,0,0,1,0
S3cfe32c09d62979d,3.6,3.485454545454546,3.0,2,0,,,,,0.0,2023,0,1,1,0
S3d0f0b661c8aeca9,3.7,3.7,3.5,2,0,,100.0,90.0,92.77777777777777,0.0,2024,0,1,1,0
S3d28c74a7e9f208a,2.69,2.3333333333333335,3.0,1,2,,,,,0.0,2016,0,0,1,0
S3d2add712997d285,1.59,1.6,1.36,2,0,,100.0,85.0,89.16666666666667,0.0,2025,1,0,1,0
S3d2d9dd68a00b144,2.46,2.3318181818181816,3.88,2,0,,,,,0.0,2020,0,0,1,0
S3d401c5b1d7ed122,3.63,3.63,3.63,1,2,,100.0,85.0,93.8888888888889,0.0,2026,0,1,1,0
S3d559e8047ba21c8,1.92,1.734,0.75,2,0,,,,,0.0,2027,1,0,1,0
S3d729fdc6feec984,3.81,3.8244444444444445,3.5,2,0,,,,,0.0,2023,0,1,1,0
S3d7302099d7a22cd,3.65,3.643333333333333,3.9,2,1,,100.0,85.0,93.8888888888889,0.0,2026,0,1,1,0
S3d7f1597794e3b0d,3.31,3.3025,3.25,1,4,,,,,0.0,2022,0,1,1,0
S3da0004816ca6c07,3.74,3.7325,3.8,2,2,,100.0,100.0,100.0,0.0,2025,0,1,1,0
S3da0acf10c0be660,2.82,2.8449999999999998,2.56,2,6,,85.0,,85.0,0.0,2028,0,0,1,0
S3db2757eba8e9262,3.72,3.71,3.9,2,6,,100.0,85.0,93.33333333333333,0.0,2026,0,1,1,0
S3dc23583b97db90f,2.71,2.6950000000000003,2.89,2,2,,,,,0.0,2028,0,0,1,0
S3dc5ba541ac1c0ee,2.16,2.022222222222222,2.5,2,0,,,,,0.0,2018,0,0,1,0
S3dd409783181fc22,3.61,3.608333333333333,3.88,2,5,,80.0,100.0,88.8888888888889,0.0,2026,0,1,1,0
S3dd43195a3e68d5b,3.11,3.17,3.0,2,2,,,,,1.0,2019,0,1,1,0
S3ddbbae265ece721,2.81,2.74125,3.25,1,0,,,,,0.0,2022,0,0,1,0
S3df9b019310e7042,3.0,2.9850000000000003,3.22,2,3,,100.0,85.0,92.5,0.0,2028,0,1,1,0
S3e0e0a59e9d5f273,3.06,3.07375,3.5,1,6,,,,,0.0,2023,0,1,1,0
S3e3c3f8ea5eed06b,3.43,3.43,3.44,2,2,,,,,0.0,2027,0,1,1,0
S3e737678ad556398,3.03,3.0149999999999997,3.28,2,0,,85.0,85.0,85.0,0.0,2028,0,1,1,0
S3e890858b81a474c,2.21,2.0225,2.21,2,6,,,,,0.0,2027,0,0,1,0
S3ea2944e38a0f88c,2.0,1.8399999999999999,1.5,1,0,,,,,1.0,2025,0,0,1,0
S3ee2bf8a1caf36ec,2.25,2.19,2.5,2,0,,,,,0.0,2021,0,0,1,0
S3eeaad5c0d292bbf,3.2,3.215,3.17,2,2,,,,,0.0,2027,0,1,1,0
S3eee7868fe3fc07c,3.4,3.4074999999999998,3.88,1,0,,,,,0.0,2021,0,1,1,0
S3f001bb4e3016234,2.59,2.5949999999999998,2.56,2,5,,85.0,85.0,85.0,0.0,2028,0,0,1,0
S3f03f38d9739af2e,2.75,2.459,2.9,2,0,,100.0,85.0,92.5,1.0,2024,0,0,1,0
S3f132b0006756032,3.38,3.36375,3.17,2,6,,100.0,90.0,94.44444444444444,0.0,2025,0,1,1,0
S3f3411e40fd89985,1.92,1.8125,1.5,2,0,,,,,0.0,2027,1,0,1,0
S3f4881d433547a9c,3.6,3.60125,3.5,1,2,,,,,0.0,2020,0,1,1,0
S3f558bf7429eae10,3.05,3.052,3.0,2,2,,,,,0.0,2025,0,1,1,0
S3f574ae102f0c453,2.59,2.5949999999999998,2.17,2,2,,100.0,100.0,96.66666666666667,0.0,2027,0,0,1,0
S3f5ee2d8a1e72c48,3.88,3.894444444444444,4.0,2,0,,,,,0.0,2021,0,1,1,0
S3f635ab2a6f9fa18,2.59,2.5949999999999998,2.56,2,3,,90.0,90.0,80.0,0.0,2028,0,0,1,0
S3f6a87257c02d62c,3.32,3.33,3.28,2,3,,85.0,100.0,92.5,0.0,2028,0,1,1,0
S3f70995c9e68464a,3.74,3.7275,3.94,2,2,,,,,0.0,2027,0,1,1,0
S3f7ce39a315fd26a,3.33,3.323333333333333,3.44,1,6,,100.0,,96.25,0.0,2025,0,1,1,0
S3f8262d4ac5156d2,3.59,3.5949999999999998,3.44,2,2,,70.0,70.0,74.44444444444444,0.0,2028,0,1,1,0
S3faa3e3ba0d91be5,3.04,3.0425,2.78,2,2,,,,,0.0,2027,0,1,1,0
S3fb08f22b0424ac6,3.06,3.0825,3.75,2,4,,100.0,90.0,91.66666666666667,0.0,2025,0,1,1,0
S3fb321d284390093,2.18,2.21,1.67,2,2,,85.0,85.0,85.0,0.0,2028,0,0,1,0
S3fe1397630904892,2.65,2.22375,3.1,1,2,,,,,0.0,2018,0,0,1,0
S400733567cca5c53,2.89,2.8666666666666667,3.38,2,0,,85.0,85.0,85.0,0.0,2025,0,0,1,0
S4015b2523a527489,2.97,2.98,2.83,2,2,,,,,0.0,2028,0,0,1,0
S4046793f2e18f905,2.3,2.138,2.5,2,5,,,,,0.0,2027,0,0,1,0
S404a286fdbf52269,2.48,2.19,2.38,2,0,,,,,0.0,2021,0,0,1,0
S40508648ceba30d6,2.69,2.5949999999999998,2.55,2,1,,100.0,100.0,97.22222222222223,0.0,2027,0,0,1,0
S4073f27e3b1a1f31,2.57,2.5780000000000003,1.88,2,0,,,,,0.0,2017,0,0,1,0
S407e2bb149b9165e,2.95,2.8833333333333333,3.63,2,0,,90.0,90.0,90.0,0.0,2023,0,0,1,0
S407f0ffdfdf2242e,2.82,2.83,2.78,2,2,,100.0,90.0,95.0,0.0,2028,0,0,1,0
S4087d1ff0193ef32,2.49,2.2199999999999998,3.0,2,0,,,,,0.0,2016,0,0,1,0
S409445ca647f6584,3.5,3.495,3.61,2,0,,100.0,85.0,92.5,0.0,2028,0,1,1,0
S409617be6e2b375e,2.56,2.458181818181818,1.8,2,2,,,,,0.0,2021,0,0,1,0
S409e3456c4948dce,3.07,3.2325,3.38,1,0,,,,,0.0,2017,0,1,1,0
S40c79aeabfe43017,3.49,3.535555555555556,3.5,2,5,,,,,0.0,2020,0,1,1,0
S40d8c301bde7cddf,2.72,2.6222222222222222,3.13,2,0,,,,,0.0,2024,0,0,1,0
S40d9770f5efabd83,2.92,2.935,3.13,2,2,,,,,0.0,2022,0,0,1,0
S40e010b962e57faf,3.31,3.3155555555555556,3.2,2,7,,100.0,85.0,90.0,0.0,2025,0,1,1,0
S40fe840519e21336,2.48,2.522727272727273,3.17,2,5,,85.0,85.0,87.22222222222223,0.0,2023,0,0,1,0
S4104669ea81d58bc,3.16,3.2055555555555553,3.13,2,4,,,,,0.0,2019,0,1,1,0
S41104651436a849a,2.4,2.1863636363636365,2.0,2,5,,,,,0.0,2021,0,0,1,0
S4117a0bb448e3ad1,2.73,2.4059999999999997,3.0,1,5,,,,,0.0,2017,0,0,1,0
S4118a68b97261366,3.52,3.50875,3.6,1,6,,100.0,90.0,93.33333333333333,0.0,2023,0,1,1,0
S4131a95df64313d9,3.14,3.0255555555555556,2.5,1,4,,100.0,90.0,91.66666666666667,0.0,2023,0,1,1,0
S4139fc22d76dd32c,0.5,0.5,0.5,1,0,,,,,0.0,2026,1,0,1,0
S413b772af4c2ba75,3.83,3.8225,3.94,2,2,,90.0,90.0,90.0,0.0,2027,0,1,1,0
S41476f282f0e7619,2.8,2.8166666666666664,2.9,2,0,,100.0,85.0,92.5,0.0,2026,0,0,1,0
S414f2e91df97f565,3.53,3.5516666666666663,3.3,2,7,,100.0,,96.25,0.0,2026,0,1,1,0
S41536d8d4cf05f44,3.32,3.315,3.5,2,0,,,,,0.0,2028,0,1,1,0
S416f6e932083b40d,2.67,2.6685714285714286,2.2,2,7,,90.0,90.0,85.83333333333333,0.0,2026,0,0,1,0
S4179a5d9391ef795,3.75,3.75375,3.83,1,2,,,,,0.0,2021,0,1,1,0
S418d4aa608b15cc2,2.86,2.7544444444444443,3.5,2,5,,100.0,85.0,92.5,0.0,2024,0,0,1,0
S41a0b71bfc76ed7b,2.65,2.7028571428571433,2.1,2,4,,,,,0.0,2026,0,0,1,0
S41bf87eec2ff05b7,3.33,3.3066666666666666,3.38,2,5,,,,,0.0,2022,0,1,1,0
S41ed3db17cfd0a9a,3.93,3.941111111111111,4.0,2,1,,100.0,100.0,100.0,0.0,2023,0,1,1,0
S41f3e52cffb9c85d,2.39,2.38,2.0,2,0,,100.0,90.0,95.0,0.0,2027,0,0,1,0
S4205c2c4431a084c,3.22,3.21,3.88,2,0,,70.0,90.0,80.0,0.0,2024,0,1,1,0
S420a6d61a26bcf1d,2.52,2.497,3.0,2,5,,80.0,85.0,81.66666666666667,0.0,2023,0,0,1,0
S42299d195851ca4e,3.18,3.18375,3.25,2,6,,100.0,,96.25,0.0,2024,0,1,1,0
S42551d2755bb4899,2.98,2.845833333333333,2.0,2,5,,,,,1.0,2020,0,0,1,0
S427130d9d022c481,2.65,2.66,2.44,2,2,,70.0,,70.0,0.0,2028,0,0,1,0
S427137b93fc36f79,3.56,3.5688888888888886,3.63,2,4,,,,,0.0,2020,0,1,1,0
S4277b57e57c2bfbc,3.62,3.635,3.39,2,5,,,,,0.0,2028,0,1,1,0
S4289198f793802ea,2.18,1.9553846153846153,2.1,2,5,,,,,0.0,2022,0,0,1,0
S42b50916b47bde0f,3.1,3.11,2.9,2,6,,,,,0.0,2027,0,1,1,0
S42b57f534fbf98f0,2.53,2.2325,2.5,2,5,,,,,0.0,2022,0,0,1,0
S42cef0cbf4158832,3.0,3.0,3.0,2,10,,,,,0.0,2024,0,1,1,0
S42dd29ede10de864,2.79,2.6399999999999997,3.0,2,0,,75.0,85.0,80.0,0.0,2024,0,0,1,0
S42e55276d92004f0,3.91,3.4225000000000003,4.0,2,6,,100.0,90.0,96.66666666666667,0.0,2024,0,1,1,0
S430c791d1a030a0c,2.68,3.5,4.0,2,0,,,,,0.0,2011,0,0,1,0
S430e89ff0f153cd4,3.67,3.66,3.57,2,9,,80.0,100.0,86.66666666666667,0.0,2028,0,1,1,0
S43241589a73fb809,3.38,3.3899999999999997,3.28,2,5,,100.0,100.0,97.22222222222223,0.0,2028,0,1,1,0
S434b6334857aaf68,3.0,3.02,3.13,2,4,,90.0,85.0,88.33333333333333,0.0,2023,0,1,1,0
S4355c5167b6907f2,2.83,2.719,3.75,2,0,,,,,0.0,2021,0,0,1,0
S435a29945132e059,2.38,2.2655555555555558,3.0,2,5,,,,,0.0,2022,0,0,1,0
S4378e5588eb34a62,2.27,2.138,2.5,2,5,,,,,0.0,2023,0,0,1,0
S43796aaf024601b8,3.78,3.7866666666666666,3.78,2,2,,100.0,85.0,92.5,0.0,2026,0,1,1,0
S438412a9613f07ff,3.64,3.645,3.44,2,0,,,,,0.0,2027,0,1,1,0
S438c51a48097b6e4,3.64,3.664444444444445,3.5,2,5,,,,,0.0,2022,0,1,1,0
S4392eec6acd48569,1.92,2.0066666666666664,1.33,2,2,,85.0,,81.25,0.0,2025,1,0,1,0
S4397ddb1f07e7e71,2.99,2.937777777777778,3.38,2,0,,,,,0.0,2024,0,0,1,0
S43a11123b6b3baf4,2.89,2.8366666666666664,3.17,2,2,,70.0,100.0,83.8888888888889,0.0,2026,0,0,1,0
S43c37c7ed3009299,3.01,2.9975,3.17,2,0,,85.0,90.0,87.5,0.0,2027,0,1,1,0
S43eb8b0bf4622180,1.76,1.2858333333333334,0.75,2,0,,,80.0,80.0,0.0,2023,1,0,1,0
S43f807f159e5a903,3.87,3.88,4.0,1,2,,,,,0.0,2021,0,1,1,0
S43fb4b52d3e689d3,2.4,2.372,2.25,2,0,,,,,0.0,2027,0,0,1,0
S4400735bc067e8e9,2.64,2.6266666666666665,3.0,2,0,,85.0,80.0,82.5,0.0,2026,0,0,1,0
S44059f43f5541622,2.64,2.5063636363636363,3.17,2,0,,,,,0.0,2021,0,0,1,0
S4429094832f7a8a1,2.72,2.511,2.5,2,5,,,,,0.0,2022,0,0,1,0
S44342124fae48950,2.36,2.243,2.3,2,5,,65.0,85.0,75.0,0.0,2023,0,0,1,0
S445551cec726895a,2.38,2.314375,1.5,2,1,,,,,0.0,2019,0,0,1,0
S44563ebbe0fbf155,2.97,2.955,2.61,2,0,,,,,0.0,2027,0,0,1,0
S4466b58296f3fbf3,2.51,2.40125,3.1,2,2,,85.0,,92.5,0.0,2025,0,0,1,0
S4471009ec4ea4765,2.54,1.977857142857143,2.67,2,5,,,,,0.0,2022,0,0,1,0
S4473e081141a8c08,3.07,3.1333333333333333,2.67,2,1,,,,,0.0,2021,0,1,1,0
S44837dc614c9fc92,3.35,3.34,3.5,2,6,,,,95.0,0.0,2025,0,1,1,0
S449194a5f3147f74,2.63,2.3049999999999997,2.61,2,6,,,,,0.0,2028,0,0,1,0
S44997287ed762868,2.7,2.8236363636363637,2.8,2,4,,100.0,90.0,95.55555555555556,0.0,2024,0,0,1,0
S449a28dedff132e1,2.59,2.478,2.75,2,2,,,,,0.0,2025,0,0,1,0
S44a452646ce2a07e,2.82,2.52,2.75,2,0,,,,,0.0,2016,0,0,1,0
S44a739207f8cf3a7,3.22,3.22875,3.38,2,2,,90.0,85.0,85.0,0.0,2025,0,1,1,0
S44ada397678a894c,3.19,2.76875,2.63,2,0,,100.0,85.0,92.5,0.0,2024,0,1,1,0
S44c80d388bebecbe,2.91,2.8649999999999998,3.63,2,0,,,,,0.0,2019,0,0,1,0
S44d0831158eab371,2.76,2.7550000000000003,2.7,2,0,,100.0,90.0,95.0,0.0,2026,0,0,1,0
S44d508f9063e1d05,2.33,2.355,2.71,2,9,,,70.0,70.0,0.0,2028,0,0,1,0
S44de34263cd2a7c0,2.96,2.9525,2.75,2,0,,85.0,,85.0,0.0,2024,0,0,1,0
S4519a589160c663d,3.42,3.0,3.5,2,5,,90.0,100.0,93.8888888888889,0.0,2028,0,1,1,0
S451ecc16c377cd7c,2.7,2.66,2.5,2,0,,,90.0,90.0,0.0,2027,0,0,1,0
S451f732a48c45a6d,2.56,2.5700000000000003,2.39,2,0,,90.0,85.0,86.66666666666667,0.0,2028,0,0,1,0
S452546dbed74a3d8,3.06,3.0700000000000003,2.89,2,4,,100.0,100.0,97.77777777777777,0.0,2028,0,1,1,0
S452549a0312899e1,3.94,3.94,3.88,2,4,,,,,0.0,2020,0,1,1,0
S4541b37234dc1faf,2.99,2.6550000000000002,2.7,2,2,,,,,0.0,2023,0,0,1,0
S454a82759d57eb52,2.54,2.67,2.67,0,0,,,,,0.0,2015,0,0,1,0
S455eb5cccca72128,2.61,2.45,2.44,2,2,,,,,0.0,2027,0,0,1,0
S4560bdeb6c588aca,2.19,2.03,1.95,1,2,,,,,1.0,2019,0,0,1,0
S456e1afe446a5ef9,2.05,1.92,1.9,2,9,,85.0,90.0,87.5,0.0,2027,0,0,1,0
S4575b62b8d8c23ed,3.34,3.35375,3.25,1,1,,,,,0.0,2023,0,1,1,0
S4575fc2b31072fdf,3.61,3.60375,3.63,2,4,,,,100.0,0.0,2024,0,1,1,0
S459f27164760b016,2.39,2.3233333333333333,2.5,2,0,,100.0,85.0,92.5,0.0,2025,0,0,1,0
S45a788dc63f7e3dc,3.24,3.2525,3.38,1,6,,,,,0.0,2022,0,1,1,0
S45adae753cc39cc3,2.91,2.861818181818182,4.0,2,2,,75.0,90.0,83.33333333333333,0.0,2023,0,0,1,0
S45b3b9aa28f11e25,3.5,3.51,3.39,2,1,,100.0,,100.0,0.0,2028,0,1,1,0
S45b491326c40b8af,3.55,3.538888888888889,3.3,2,4,,,,,0.0,2020,0,1,1,0
S45bcc65faf2568e7,3.64,3.6288888888888886,3.38,2,5,,,,,0.0,2025,0,1,1,0
S45c4e88761f10bbc,3.58,3.62,3.5,1,0,,,,,0.0,2017,0,1,1,0
S45d190ddb787ed2b,2.88,2.7616666666666667,3.25,2,5,,85.0,85.0,85.0,0.0,2026,0,0,1,0
S46272c749e17b576,3.57,3.5549999999999997,3.8,2,3,,100.0,85.0,92.5,0.0,2026,0,1,1,0
S462e3fdc5248bbd5,3.62,3.6216666666666666,3.44,2,2,,100.0,90.0,94.44444444444444,0.0,2026,0,1,1,0
S463880c591731acc,2.44,2.3181818181818183,2.63,2,0,,,,,0.0,2019,0,0,1,0
S4645c0511a5bae61,3.44,3.397777777777778,3.25,2,2,,75.0,85.0,85.55555555555556,0.0,2024,0,1,1,0
S469b8627df0c5131,2.81,2.4254545454545453,3.0,2,0,,,,,0.0,2019,0,0,1,0
S46a344988a5eb6d5,2.73,2.75,3.0,1,0,,,,,0.0,2016,0,0,1,0
S46be60898c51e16b,3.69,3.68,3.89,2,3,,100.0,100.0,100.0,0.0,2027,0,1,1,0
S46cd0c97aa361050,2.83,2.8475,3.75,1,0,,85.0,85.0,85.0,0.0,2023,0,0,1,0
S46d2daa71f177d38,3.17,3.16875,3.38,2,2,,100.0,90.0,93.33333333333333,0.0,2025,0,1,1,0
S46db54fd2f1564a9,2.59,2.5883333333333334,2.88,2,1,,100.0,85.0,92.22222222222223,0.0,2026,0,0,1,0
S46e0398a51e7ec3d,3.42,3.36125,3.5,1,2,,80.0,100.0,90.0,0.0,2023,0,1,1,0
S4710a5de117c307f,2.55,2.5185714285714282,3.25,2,2,,100.0,75.0,85.55555555555556,0.0,2026,0,0,1,0
S471f544c2d7ebb1f,3.41,3.415,3.33,2,6,,100.0,,92.5,0.0,2028,0,1,1,0
S4744bd3479ab5e44,2.53,2.585,3.29,2,9,,100.0,100.0,100.0,0.0,2028,0,0,1,0
S474c702676d07226,3.63,3.6677777777777774,3.67,2,0,,85.0,85.0,86.1111111111111,0.0,2025,0,1,1,0
S476344ad0af16cae,3.45,3.4499999999999997,3.25,1,0,,,,,0.0,2018,0,1,1,0
S4764480a1243968d,3.09,3.09375,3.0,2,2,,100.0,90.0,92.22222222222223,0.0,2025,0,1,1,0
S477821174716b1e2,2.47,2.25,2.0,1,0,,,,,0.0,2015,0,0,1,0
S479c122f66ac946e,3.85,3.815,3.75,1,0,,,,,0.0,2016,0,1,1,0
S47b508ce6999eff4,2.97,2.98,2.83,2,2,,100.0,85.0,90.0,0.0,2028,0,0,1,0
S47bbb8461464955e,3.21,2.927777777777778,3.67,1,2,,,,,1.0,2022,0,1,1,0
S47cb9986f57d13c7,3.88,3.822222222222222,4.0,2,1,,100.0,100.0,100.0,0.0,2024,0,1,1,0
S47d93df32ae20e23,2.25,2.2085714285714286,2.5,2,5,,90.0,90.0,90.0,0.0,2026,0,0,1,0
S47eac7def0d8370d,2.63,2.4033333333333333,1.5,2,0,,,,,1.0,2022,0,0,1,0
S47f029a81a3de1ff,2.57,2.67,3.25,2,0,,,,,0.0,2020,0,0,1,0
S47f8c78b2f1de76d,2.73,2.790909090909091,3.75,2,0,,,,,0.0,2020,0,0,1,0
S47fbd26280128507,2.62,2.605,2.83,2,2,,90.0,90.0,90.0,0.0,2028,0,0,1,0
S48073ffcf69b3106,3.23,3.243,3.0,2,0,,,80.0,70.0,0.0,2024,0,1,1,0
S480c8b3bd696dace,2.64,2.161538461538462,3.0,2,0,,,,,0.0,2022,0,0,1,0
S483558da219af6b6,3.32,3.3375,3.75,2,4,,100.0,85.0,92.77777777777777,0.0,2024,0,1,1,0
S4861d5ce2f1c8b31,2.61,2.878,4.0,2,0,,,,,0.0,2017,0,0,1,0
S4891bfc202b00679,2.99,3.102,3.38,2,1,,100.0,90.0,93.8888888888889,0.0,2024,0,0,1,0
S489f9e05005268b6,3.46,3.45625,3.5,1,2,,100.0,90.0,95.0,0.0,2023,0,1,1,0
S48a615a30b7f5827,2.66,2.69,2.1,2,6,,,,,0.0,2019,0,0,1,0
S48a69174eb3b43d2,3.2,3.13875,3.4,2,1,,100.0,85.0,91.1111111111111,0.0,2024,0,1,1,0
S48a80e711ae3d451,2.91,2.9133333333333336,2.94,2,2,,,,,0.0,2026,0,0,1,0
S48ac3b272d19ab9d,2.93,2.982222222222222,2.88,2,0,,,,,0.0,2020,0,0,1,0
S48d4f3fd0c97f9eb,3.33,3.38,3.25,2,6,,,,,0.0,2019,0,1,1,0
S48e2b715901b0160,3.18,3.18625,3.0,1,1,,,,,0.0,2023,0,1,1,0
